,TRNUNT,TRNPI1,TRNPQ1,EquipmentID,min_odo,max_odo,median_odo,odo_change,Count
1,1520,ULSD,2767.74,1520,511876.7,587759.8,579919.6499999999,75883.10000000003,1840.0
2,1521,ULSD,4406.219999999998,1521,583918.2,612074.6,597780.8,28156.400000000023,2597.0
3,1522,ULSD,3662.87,1522,206524.5,226182.2,216718.9,19657.70000000001,2666.0
4,1523,ULSD,1909.9099999999999,1523,552332.1,563615.1,552350.9,11283.0,165.0
5,1524,ULSD,3912.9799999999996,1524,492407.9,517765.3,504675.3,25357.399999999965,2387.0
7,1526,ULSD,1942.9899999999998,1526,576860.3,590814.4,583874.1,13954.099999999977,1621.0
8,1527,ULSD,4736.100000000002,1527,598520.9,629400.4,614790.3,30879.5,3309.0
9,1528,ULSD,5016.94,1528,587206.3,618110.9,602612.4,30904.599999999977,3465.0
10,1529,ULSD,3879.9899999999993,1529,526439.8,550944.3,538105.6,24504.5,2896.0
11,1530,ULSD,4086.91,1530,548250.6,573175.2,559151.8,24924.599999999977,3106.0
12,1531,ULSD,3349.7999999999993,1531,457957.5,480176.9,468828.8,22219.400000000023,2668.0
13,1532,ULSD,2344.21,1532,567877.6,581694.8,576105.4,13817.20000000007,3160.0
14,1533,ULSD,2064.35,1533,551866.9,563717.5,558615.5,11850.599999999977,1288.0
15,1534,ULSD,14154.900000000001,1534,478171.4,501430.7,489214.9,23259.29999999999,3629.0
16,1535,ULSD,5193.02,1535,575337.7,610150.2,591665.6,34812.5,3752.0
17,1536,ULSD,2378.87,1536,600940.9,616209.5,611882.5,15268.599999999977,1934.0
18,1537,ULSD,1074.61,1537,553831.0,560601.8,559010.1,6770.800000000047,1897.0
20,1539,ULSD,2492.74,1539,569238.8,586103.0,577426.9,16864.199999999953,2867.0
21,1540,ULSD,3989.02,1540,592017.1,618111.6,605064.8,26094.5,3607.0
22,1541,ULSD,3054.600000000001,1541,537117.4,556623.6,547005.6,19506.199999999953,2392.0
23,1542,ULSD,4152.71,1542,513062.5,539395.8,526505.7,26333.300000000047,3290.0
24,1543,ULSD,5457.9,1543,511661.6,548681.4,531623.9,37019.80000000005,6092.0
25,1544,ULSD,4361.87,1544,574855.8,603917.1,589654.8,29061.29999999993,3449.0
26,1545,ULSD,4561.51,1545,576231.4,604582.6,591639.8,28351.199999999953,3442.0
27,1546,ULSD,4187.53,1546,540053.6,566249.4,553006.8500000001,26195.800000000047,2688.0
28,1547,ULSD,3471.6600000000008,1547,542976.4,566828.2,555733.2,23851.79999999993,3305.0
29,1548,ULSD,1031.73,1548,536395.2,542438.3,539163.8,6043.100000000093,2017.0
30,1549,ULSD,3236.3900000000003,1549,565549.2,585928.2,575738.8,20379.0,2995.0
31,1550,ULSD,7356.609999999997,1550,486975.9,539659.1,503643.4,52683.19999999995,3531.0
32,1551,ULSD,12079.200000000003,1551,503562.6,581044.2,544946.6,77481.59999999998,9121.0
33,1552,ULSD,9104.810000000001,1552,510184.7,567565.9,541264.35,57381.20000000001,8592.0
34,1554,ULSD,5198.23,1554,524947.2,563020.0,541121.5,38072.80000000005,4126.0
35,1555,ULSD,8717.69,1555,477812.8,540178.4,495182.5,62365.600000000035,9579.0
36,1556,ULSD,10477.299999999997,1556,498167.1,564552.7,534489.6,66385.59999999998,7927.0
37,1557,ULSD,6646.339999999998,1557,508537.7,549173.4,531972.8,40635.70000000001,5188.0
38,1558,ULSD,11725.960000000001,1558,431923.3,505251.2,466197.55000000005,73327.90000000002,10561.0
39,1559,ULSD,15244.250000000007,1559,505629.3,607715.9,560695.8,102086.60000000003,12983.0
40,1560,ULSD,14149.410000000005,1560,491945.1,582178.7,539898.4,90233.59999999998,11978.0
41,1561,ULSD,10612.150000000003,1561,493721.8,562495.0,535516.8,68773.20000000001,8089.0
42,1562,ULSD,11686.570000000002,1562,518796.9,594146.0,557852.2,75349.09999999998,8343.0
43,1563,ULSD,6615.580000000001,1563,364114.1,499325.4,399781.2,135211.30000000005,9661.0
44,1564,ULSD,5698.209999999999,1564,498691.0,531260.9,515350.2,32569.900000000023,7204.0
45,1565,ULSD,14866.070000000003,1565,505265.2,599301.4,565625.35,94036.20000000001,12423.0
46,1566,ULSD,8098.619999999998,1566,508332.1,558037.8,527616.5,49705.70000000007,8097.0
47,1567,ULSD,14222.890000000018,1567,480368.2,572417.4,524016.8,92049.20000000001,11591.0
48,1568,ULSD,13068.349999999995,1568,505912.5,592019.6,556361.1,86107.09999999998,10775.0
49,1569,ULSD,4722.539999999999,1569,517996.2,527936.1,523219.2,9939.899999999965,1485.0
50,1570,ULSD,10341.349999999999,1570,490032.0,554954.1,521849.35,64922.09999999998,8461.0
51,1571,ULSD,11204.63,1571,552317.2,632573.3,608125.9,80256.1000000001,9997.0
52,1572,ULSD,13525.939999999997,1572,508525.9,599044.8,553628.5,90518.90000000002,10136.0
53,1573,ULSD,7174.74,1573,487717.0,544249.7,502253.0,56532.69999999995,3953.0
54,1574,ULSD,14575.329999999994,1574,473342.3,574380.4,514663.9,101038.10000000003,11759.0
55,1575,ULSD,10996.740000000002,1575,490787.1,559991.0,527446.9,69203.90000000002,9977.0
56,1576,ULSD,17828.65,1576,491358.0,600194.9,547962.3,108836.90000000002,13068.0
57,1577,ULSD,5127.7300000000005,1577,398171.1,479644.6,462167.6,81473.5,12935.0
58,1578,ULSD,12291.26,1578,478738.0,557640.8,511914.1,78902.80000000005,11428.0
59,1579,ULSD,9367.529999999999,1579,464579.4,524684.1,494114.4,60104.69999999995,8513.0
60,1580,ULSD,12566.039999999995,1580,500945.2,579221.3,539401.0,78276.10000000003,10401.0
61,1581,ULSD,13528.620000000004,1581,451399.8,536804.6,495853.5,85404.79999999999,12304.0
62,1582,ULSD,6289.719999999999,1582,492414.2,534213.1,504292.5,41798.899999999965,3395.0
63,1583,ULSD,6758.209999999998,1583,480149.5,532421.4,488943.1,52271.90000000002,2294.0
64,1584,ULSD,11021.570000000002,1584,500730.0,570049.7,511876.7,69319.69999999995,9456.0
65,1585,ULSD,11209.550000000007,1585,513931.8,587105.6,545018.9,73173.79999999999,9653.0
66,1586,ULSD,12365.26,1586,497291.1,574355.3,537818.4,77064.20000000007,13391.0
67,1587,ULSD,10885.93000000001,1587,521612.2,590925.0,557865.4,69312.79999999999,9298.0
68,1588,ULSD,13651.850000000002,1588,441818.5,530434.6,486954.8,88616.09999999998,11597.0
69,1589,ULSD,13644.059999999996,1589,488762.4,573477.2,529817.4,84714.79999999993,14379.0
70,1590,ULSD,15866.479999999994,1590,455684.4,553460.0,504678.7,97775.59999999998,12849.0
71,1591,ULSD,7920.640000000001,1591,488403.5,536319.9,510471.65,47916.40000000002,9593.0
72,1592,ULSD,11213.010000000002,1592,460619.9,531158.9,501938.0,70539.0,10535.0
73,1593,ULSD,14351.140000000003,1593,441415.7,531350.1,492267.8,89934.39999999997,10583.0
74,1594,ULSD,12939.99,1594,509806.2,589256.8,555310.9,79450.60000000003,10307.0
75,1595,ULSD,17548.420000000006,1595,495096.1,600132.4,547580.4,105036.30000000005,14602.0
76,1596,ULSD,18680.99,1596,479152.2,597665.6,539625.55,118513.39999999997,12638.0
77,1597,ULSD,17188.870000000003,1597,508335.3,616982.4,569907.9,108647.10000000003,14419.0
78,1598,ULSD,15306.520000000006,1598,474063.0,571770.8,533120.0,97707.80000000005,12727.0
79,1599,ULSD,17437.309999999998,1599,451597.6,563537.2,509613.4,111939.59999999998,11832.0
80,1600,ULSD,15414.729999999996,1600,435611.4,531120.4,484001.8,95509.0,12732.0
81,1601,ULSD,16358.050000000001,1601,534940.8,634751.2,585931.8999999999,99810.3999999999,12006.0
82,1602,ULSD,16637.279999999995,1602,459391.7,553195.8,505521.5,93804.10000000003,16154.0
83,1603,ULSD,16133.160000000009,1603,509479.6,600393.8,557035.2,90914.20000000007,11271.0
84,1604,ULSD,16303.299999999994,1604,503225.0,604590.3,558047.8,101365.30000000005,12615.0
85,1605,ULSD,19849.680000000008,1605,445504.7,579900.2,512712.6,134395.49999999994,13927.0
86,1606,ULSD,17595.820000000014,1606,484245.0,602763.9,543819.8,118518.90000000002,17426.0
87,1607,ULSD,15443.030000000002,1607,539173.4,637546.1,591813.55,98372.69999999995,15399.0
88,1608,ULSD,17573.5,1608,466601.5,590632.9,533775.4,124031.40000000002,15150.0
89,1609,ULSD,15636.890000000001,1609,499877.6,607842.2,557595.1,107964.59999999998,15684.0
90,1610,ULSD,16599.39000000002,1610,453937.3,567869.6,506895.3,113932.29999999999,12421.0
91,1611,ULSD,13657.31999999999,1611,423301.7,519457.8,478673.6,96156.09999999998,10641.0
92,1612,ULSD,15317.400000000021,1612,489217.3,612465.8,549713.4,123248.50000000006,14983.0
93,1613,ULSD,15642.749999999995,1613,469940.4,575147.2,526191.8,105206.79999999993,14233.0
94,1614,ULSD,14961.780000000006,1614,462963.5,570791.8,510526.5,107828.30000000005,14049.0
95,1615,ULSD,13374.690000000002,1615,434582.0,529497.8,483908.55,94915.80000000005,12644.0
96,1616,ULSD,11651.970000000005,1616,466571.5,552379.9,509405.2,85808.40000000002,9668.0
97,1617,ULSD,19011.15999999999,1617,467600.9,591628.5,523084.0,124027.59999999998,15953.0
98,1618,ULSD,19253.03999999998,1618,442705.5,572320.4,501742.1,129614.90000000002,17883.0
99,1619,ULSD,16236.460000000003,1619,484961.5,590744.7,535026.7,105783.19999999995,16902.0
100,1620,ULSD,18354.669999999995,1620,456229.5,577262.4,520335.30000000005,121032.90000000002,11549.0
101,1621,ULSD,15648.760000000006,1621,468479.1,575708.8,522337.9,107229.70000000007,12856.0
102,1622,ULSD,5952.91,1622,516759.2,526931.8,521573.0,10172.600000000035,928.0
103,1623,ULSD,16796.309999999994,1623,465802.3,578057.4,520844.6,112255.10000000003,13845.0
104,1624,ULSD,13208.070000000002,1624,478635.6,583455.3,531253.6,104819.70000000007,11549.0
105,1625,ULSD,18852.63,1625,469015.9,594012.6,533544.2,124996.69999999995,15383.0
106,1626,ULSD,18168.890000000007,1626,479563.7,602611.5,535391.0,123047.79999999999,12546.0
107,1627,ULSD,16814.21,1627,454627.7,564858.3,520407.2,110230.60000000003,12613.0
108,1628,ULSD,20493.85000000001,1628,450671.9,588288.4,526508.2,137616.5,17638.0
109,1629,ULSD,13534.440000000002,1629,406017.3,513338.4,457584.1,107321.10000000003,9505.0
110,1630,ULSD,17963.410000000007,1630,436246.0,561726.2,504604.0,125480.19999999995,16547.0
111,1631,ULSD,14423.770000000008,1631,441225.0,541460.9,501959.2,100235.90000000002,11865.0
112,1632,ULSD,18049.050000000014,1632,424280.4,545368.7,485314.2,121088.29999999993,14493.0
113,1633,ULSD,17165.319999999992,1633,442258.8,558260.2,512166.5,116001.39999999997,15901.0
114,1634,ULSD,18812.87,1634,444722.5,570651.8,524349.9,125929.30000000005,17186.0
115,1635,ULSD,13053.240000000013,1635,456033.6,545606.9,500234.35,89573.30000000005,12792.0
116,1636,ULSD,18142.37,1636,492467.3,617898.6,554417.9,125431.29999999999,13562.0
117,1637,ULSD,14643.35,1637,428578.7,524449.6,492561.44999999995,95870.89999999997,15104.0
118,1638,ULSD,17267.620000000003,1638,462853.2,586438.6,524669.9,123585.39999999997,13877.0
119,1639,ULSD,20028.06000000001,1639,454447.2,585307.2,523617.8,130859.99999999994,19213.0
120,1640,ULSD,17055.110000000004,1640,415298.1,530483.1,468828.5,115185.0,15279.0
121,1641,ULSD,14031.199999999999,1641,424852.7,517843.7,474696.3,92991.0,13456.0
122,1642,ULSD,20187.519999999997,1642,460543.3,593749.7,530654.9,133206.39999999997,15213.0
123,1643,ULSD,11573.949999999999,1643,453959.5,530885.4,487459.85,76925.90000000002,12488.0
124,1644,ULSD,14560.909999999993,1644,379493.8,476765.4,436591.35,97271.60000000003,14616.0
125,1645,ULSD,21205.659999999996,1645,458293.4,603582.6,527039.1,145289.19999999995,19852.0
126,1646,ULSD,17895.630000000005,1646,486942.9,609116.4,545543.2,122173.5,16555.0
127,1647,ULSD,18479.030000000002,1647,426739.6,553565.2,492304.6,126825.59999999998,14005.0
128,1648,ULSD,21142.08000000001,1648,428145.5,577815.7,509001.2,149670.19999999995,14051.0
129,1649,ULSD,19975.550000000003,1649,432847.7,564242.7,501471.4,131394.99999999994,13358.0
130,1650,ULSD,13006.560000000001,1650,449808.6,536756.2,503486.9,86947.59999999998,12703.0
131,1651,ULSD,19338.819999999996,1651,460964.2,596615.9,526072.6,135651.7,18051.0
132,1652,ULSD,19285.509999999987,1652,428031.6,557053.4,504724.2,129021.80000000005,16101.0
133,1653,ULSD,19295.13,1653,391874.8,523114.4,456619.1,131239.60000000003,13865.0
134,1654,ULSD,17035.940000000002,1654,455711.4,572367.2,522324.8,116655.79999999993,13531.0
135,1655,ULSD,20142.3,1655,473550.9,616848.4,557853.7,143297.5,15139.0
136,1656,ULSD,19469.78999999999,1656,431725.8,554336.2,499426.65,122610.39999999997,19528.0
137,1657,ULSD,19053.420000000006,1657,433922.0,561136.7,493151.5,127214.69999999995,17355.0
138,1658,ULSD,19706.179999999993,1658,407278.3,539956.6,479009.55,132678.3,16944.0
139,1659,ULSD,20127.64000000001,1659,424315.2,566212.8,479128.9,141897.60000000003,17169.0
140,1660,ULSD,13399.129999999997,1660,399052.0,500507.9,447269.6,101455.90000000002,11663.0
141,1661,ULSD,8313.039999999997,1661,444620.8,506645.0,486618.3,62024.20000000001,5925.0
142,1662,ULSD,18989.36000000001,1662,434461.5,564283.6,504118.0,129822.09999999998,14816.0
143,1663,ULSD,12357.400000000003,1663,434964.9,519415.8,482325.65,84450.89999999997,10074.0
144,1664,ULSD,20475.770000000008,1664,373860.5,510766.6,437983.5,136906.09999999998,16510.0
145,1665,ULSD,19515.07000000001,1665,366902.2,503309.3,446304.85,136407.09999999998,16114.0
146,1666,ULSD,21888.61999999999,1666,342987.4,501809.2,427553.3,158821.8,23082.0
147,1667,ULSD,22546.1,1667,407353.3,557522.1,470303.0,150168.8,15988.0
148,1668,ULSD,17272.6,1668,459356.0,577446.3,526104.5,118090.30000000005,14690.0
149,1669,ULSD,22134.699999999997,1669,404516.6,556574.1,487735.8,152057.5,18981.0
150,1670,ULSD,17669.18,1670,429837.9,551787.0,487874.6,121949.09999999998,14325.0
151,1671,ULSD,16479.10000000001,1671,402367.2,510287.0,450137.85,107919.79999999999,13758.0
152,1672,ULSD,19704.050000000007,1672,354397.2,468818.5,414882.6,114421.29999999999,14875.0
153,1673,ULSD,16121.830000000002,1673,407109.4,512363.6,467301.7,105254.19999999995,15494.0
154,1674,ULSD,18775.089999999997,1674,441435.6,560217.7,510786.2,118782.09999999998,19332.0
155,1675,ULSD,17593.78000000001,1675,403226.0,520788.1,465120.35,117562.09999999998,13160.0
156,1676,ULSD,18109.35,1676,371794.4,493197.2,437065.0,121402.79999999999,14657.0
157,1677,ULSD,20195.72999999999,1677,396857.4,531804.1,464884.2,134946.69999999995,18346.0
158,1678,ULSD,17674.25,1678,417101.9,535508.2,482500.9,118406.29999999993,14322.0
159,1679,ULSD,17532.65000000001,1679,363912.2,480993.4,427009.8,117081.20000000001,15502.0
160,1680,ULSD,14913.290000000005,1680,395200.6,490900.4,451446.0,95699.80000000005,13821.0
161,1681,ULSD,17357.030000000006,1681,348055.3,473347.7,417321.1,125292.40000000002,16433.0
162,1682,ULSD,15756.030000000006,1682,358718.5,467972.7,428507.5,109254.20000000001,12241.0
163,1683,ULSD,18001.370000000003,1683,374047.2,504651.0,450416.44999999995,130603.79999999999,18974.0
164,1684,ULSD,22275.689999999984,1684,326495.8,483195.0,413668.0,156699.2,20975.0
165,1685,ULSD,15080.720000000008,1685,343029.9,458700.8,405781.1,115670.89999999997,15198.0
166,1686,ULSD,21369.919999999995,1686,346312.2,525752.9,444081.8,179440.7,15122.0
167,1687,ULSD,21787.959999999995,1687,317900.8,467205.4,399201.75,149304.60000000003,17422.0
168,1688,ULSD,15730.840000000006,1688,360633.2,466494.5,407072.8,105861.29999999999,17837.0
169,1689,ULSD,19706.839999999997,1689,361022.8,498410.2,432190.2,137387.40000000002,13982.0
170,1690,ULSD,21217.47999999999,1690,371818.9,515839.4,448664.35,144020.5,14994.0
171,1691,ULSD,16500.31000000001,1691,385175.9,499992.1,450355.65,114816.19999999995,14474.0
172,1692,ULSD,19454.339999999997,1692,428017.7,559435.8,496181.4,131418.10000000003,16888.0
173,1693,ULSD,21674.11,1693,340043.7,489710.5,416799.94999999995,149666.8,17146.0
174,1694,ULSD,22917.550000000014,1694,383529.4,536024.2,461643.1,152494.79999999993,19297.0
175,1695,ULSD,19655.690000000002,1695,357572.0,489134.2,423934.2,131562.2,12373.0
176,1696,ULSD,21934.32999999999,1696,369995.9,514256.1,446685.5,144260.19999999995,16895.0
177,1697,ULSD,22744.870000000024,1697,336965.7,491092.1,411691.95,154126.39999999997,17198.0
178,1698,ULSD,18749.939999999995,1698,329709.7,462788.8,387847.3,133079.09999999998,14703.0
179,1699,ULSD,23760.000000000025,1699,338831.8,503529.8,425478.8,164698.0,16216.0
180,1700,ULSD,19955.22000000001,1700,348031.1,478594.3,412410.75,130563.20000000001,17212.0
181,1701,ULSD,21808.94,1701,359019.8,504053.9,423565.6,145034.10000000003,15655.0
182,1702,ULSD,18611.689999999988,1702,345901.2,465158.6,414186.4,119257.39999999997,18341.0
183,1703,ULSD,25057.020000000004,1703,352794.9,521998.6,435987.8,169203.69999999995,14551.0
184,1704,ULSD,21306.10999999998,1704,288417.6,428089.7,363266.4,139672.10000000003,19917.0
185,1705,ULSD,18699.66999999999,1705,348324.5,479365.5,420708.35,131041.0,15200.0
186,1706,ULSD,20571.559999999987,1706,323390.3,461969.1,400387.4,138578.8,16855.0
187,1707,ULSD,17827.16000000001,1707,365068.3,488358.7,430834.2,123290.40000000002,16434.0
188,1708,ULSD,19947.79,1708,347668.5,481523.1,413197.2,133854.59999999998,14998.0
189,1709,ULSD,21815.350000000028,1709,387240.9,537774.2,472487.5,150533.29999999993,13531.0
190,1710,ULSD,20155.52999999999,1710,360069.8,498030.0,428703.9,137960.2,16789.0
191,1711,ULSD,19283.320000000007,1711,342948.0,470149.9,420300.5,127201.90000000002,15295.0
192,1712,ULSD,18162.319999999996,1712,360378.8,494200.6,428578.9,133821.8,15764.0
193,1713,ULSD,21216.54000000001,1713,377577.4,522212.3,452903.2,144634.89999999997,17727.0
194,1714,ULSD,23273.209999999977,1714,378764.1,539615.3,467637.0,160851.20000000007,15185.0
195,1715,ULSD,25386.519999999997,1715,341855.3,510611.3,433274.3,168756.0,22278.0
196,1716,ULSD,24093.110000000008,1716,341249.2,507795.2,431346.15,166546.0,15422.0
197,1717,ULSD,22840.440000000002,1717,375930.3,532608.2,461743.2,156677.89999999997,17140.0
198,1718,ULSD,21986.27999999999,1718,358562.2,507734.2,436948.44999999995,149172.0,13922.0
199,1719,ULSD,17964.530000000002,1719,301419.6,421628.6,359188.6,120209.0,13868.0
200,1720,ULSD,22350.699999999993,1720,339707.3,487844.5,413861.1,148137.2,11187.0
201,1721,ULSD,16364.380000000025,1721,369049.8,494397.8,446601.3,125348.0,21135.0
202,1722,ULSD,22371.249999999985,1722,325256.9,476428.2,400163.2,151171.3,13610.0
203,1723,ULSD,20056.529999999984,1723,303334.2,444367.4,384290.6,141033.2,16920.0
204,1724,ULSD,19413.590000000004,1724,306817.7,437275.8,371310.8,130458.09999999998,14881.0
205,1725,ULSD,25206.759999999984,1725,368006.3,537012.1,450922.1,169005.8,17081.0
206,1726,ULSD,22127.48,1726,338570.2,486345.7,422352.9,147775.5,18999.0
207,1727,ULSD,16014.790000000003,1727,305912.2,415629.1,366050.45,109716.89999999997,13708.0
208,1728,ULSD,23879.969999999994,1728,319669.4,474918.8,395489.6,155249.39999999997,15840.0
209,1729,ULSD,22320.82,1729,352824.8,507013.7,431132.1,154188.90000000002,20216.0
210,1730,ULSD,24635.709999999995,1730,375429.0,545817.1,460187.95,170388.09999999998,18386.0
211,1731,ULSD,21609.589999999982,1731,309695.2,456544.2,380940.8,146849.0,14963.0
212,1732,ULSD,24276.53,1732,370881.3,527532.8,454440.1,156651.50000000006,21054.0
213,1733,ULSD,21980.13000000001,1733,374004.0,525262.9,451126.9,151258.90000000002,17683.0
214,1734,ULSD,24769.179999999993,1734,371945.7,534897.7,450964.2,162951.99999999994,19899.0
215,1735,ULSD,19974.369999999995,1735,331956.5,468713.6,398909.1,136757.09999999998,16556.0
216,1736,ULSD,22106.779999999995,1736,324954.9,472730.6,395165.69999999995,147775.69999999995,18798.0
217,1737,ULSD,19950.399999999994,1737,354644.5,459885.9,404424.7,105241.40000000002,13264.0
218,1738,ULSD,21596.54,1738,314518.7,465024.7,387432.3,150506.0,12763.0
219,1739,ULSD,20653.93000000001,1739,347455.6,489311.8,424284.4,141856.2,18043.0
220,1740,ULSD,16186.050000000016,1740,329486.0,442235.6,388670.2,112749.59999999998,12989.0
221,1741,ULSD,20550.300000000014,1741,270931.7,406968.8,341146.6,136037.09999999998,18812.0
222,1742,ULSD,14760.150000000003,1742,222477.2,322693.0,268135.7,100215.79999999999,18743.0
223,1743,ULSD,20638.37,1743,333325.7,471992.9,410880.7,138667.2,14090.0
224,1744,ULSD,19645.799999999996,1744,323872.3,461035.6,397515.8,137163.3,15522.0
225,1745,ULSD,18021.580000000005,1745,322685.0,445773.4,385830.2,123088.40000000002,12733.0
226,1746,ULSD,16477.49000000001,1746,293777.0,400407.2,344676.4,106630.20000000001,14099.0
227,1747,ULSD,22677.65000000001,1747,308600.3,448437.9,374513.0,139837.60000000003,12400.0
228,1748,ULSD,21065.680000000008,1748,396913.3,539818.4,469999.2,142905.10000000003,15797.0
229,1749,ULSD,19045.339999999993,1749,293954.2,419346.5,362277.2,125392.29999999999,16615.0
230,1750,ULSD,21794.010000000002,1750,296631.1,452311.4,379597.0,155680.30000000005,17630.0
231,1751,ULSD,20443.910000000003,1751,305402.1,444111.5,379222.4,138709.40000000002,15484.0
232,1752,ULSD,23235.260000000002,1752,322383.9,476127.3,403543.5,153743.39999999997,17118.0
233,1753,ULSD,20860.960000000003,1753,288433.5,429658.1,352232.2,141224.59999999998,14956.0
234,1754,ULSD,19994.98999999999,1754,299588.1,437378.2,374780.85,137790.10000000003,15279.0
235,1755,ULSD,23224.73000000001,1755,318618.2,471737.9,403311.55,153119.7,13312.0
236,1756,ULSD,15592.420000000004,1756,304503.0,408997.0,357768.95,104494.0,11682.0
237,1757,ULSD,23112.290000000008,1757,365297.2,521313.4,445013.5,156016.2,14833.0
238,1758,ULSD,19766.960000000006,1758,303622.5,435850.6,370852.2,132228.09999999998,18021.0
239,1759,ULSD,19302.909999999993,1759,319441.5,456778.7,400029.8,137337.2,14843.0
240,1760,ULSD,21438.46999999999,1760,287431.6,432845.0,365114.1,145413.40000000002,14429.0
241,1761,ULSD,20270.13,1761,313254.9,451734.0,389046.3,138479.09999999998,16198.0
242,1762,ULSD,18910.960000000006,1762,325364.7,414901.0,375737.85,89536.29999999999,9960.0
243,1763,ULSD,21930.12000000001,1763,297017.2,444901.9,369650.5,147884.7,11775.0
244,1764,ULSD,22914.350000000002,1764,317355.0,469829.1,394367.1,152474.09999999998,16065.0
245,1765,ULSD,17105.060000000012,1765,285756.7,397636.1,343682.2,111879.39999999997,18686.0
246,1766,ULSD,25169.14,1766,304325.2,475846.5,382656.1,171521.3,18558.0
247,1767,ULSD,22476.40000000001,1767,314820.0,466904.3,398678.25,152084.3,15932.0
248,1768,ULSD,24159.460000000003,1768,300417.4,466588.4,397402.3,166171.0,18874.0
249,1769,ULSD,19653.43000000001,1769,268511.4,404269.0,343835.4,135757.59999999998,18327.0
250,1770,ULSD,18189.02,1770,305563.7,424600.0,374581.3,119036.29999999999,15487.0
251,1771,ULSD,16766.709999999992,1771,309815.3,417030.5,374426.8,107215.20000000001,18097.0
252,1772,ULSD,25530.05999999997,1772,281135.8,449017.7,357295.0,167881.90000000002,20997.0
253,1773,ULSD,20134.70000000001,1773,272669.1,412170.3,344713.9,139501.2,17190.0
254,1774,ULSD,20777.91000000001,1774,288736.9,428207.5,364628.6,139470.59999999998,13769.0
255,1775,ULSD,18236.69000000001,1775,272608.7,399325.9,339643.9,126717.20000000001,11609.0
256,1776,ULSD,21186.71000000001,1776,271055.5,416658.2,352942.6,145602.7,14777.0
257,1777,ULSD,22180.959999999992,1777,260900.8,409096.0,336447.0,148195.2,15895.0
258,1778,ULSD,23820.030000000017,1778,273697.8,433766.4,372387.4,160068.60000000003,17072.0
259,1779,ULSD,22649.11,1779,275055.0,424081.5,356586.5,149026.5,18669.0
260,1780,ULSD,21055.969999999994,1780,279595.0,433338.5,361310.9,153743.5,16968.0
261,1781,ULSD,22905.21,1781,250681.6,409246.6,332284.1,158564.99999999997,16659.0
262,1782,ULSD,20577.95,1782,232487.6,375372.0,308484.0,142884.4,12926.0
263,1783,ULSD,20592.180000000008,1783,231348.8,378233.9,317900.5,146885.10000000003,14942.0
264,1784,ULSD,24159.07999999999,1784,236582.2,400013.5,318281.1,163431.3,14373.0
265,1785,ULSD,21589.900000000005,1785,231897.5,386066.2,318251.8,154168.7,15500.0
266,1786,ULSD,17628.67,1786,262686.6,384251.2,344086.2,121564.60000000003,19577.0
267,1787,ULSD,23504.719999999998,1787,224306.6,384338.5,306599.7,160031.9,18093.0
268,1788,ULSD,19019.12,1788,233077.8,360412.7,296557.7,127334.90000000002,15125.0
269,1789,ULSD,19155.74999999999,1789,202347.7,338901.1,279728.75,136553.39999999997,14501.0
270,1790,ULSD,17945.56,1790,184743.2,316894.6,250144.2,132151.39999999997,12142.0
271,1791,ULSD,19079.06000000002,1791,201416.4,339948.7,270611.4,138532.30000000002,14644.0
272,1792,ULSD,25423.670000000013,1792,241955.1,429997.6,341896.9,188042.49999999997,22072.0
273,1793,ULSD,19851.519999999993,1793,206754.0,345972.7,283575.3,139218.7,17799.0
274,1794,ULSD,18940.07999999999,1794,189573.2,323163.1,262042.25,133589.89999999997,14036.0
275,1795,FUEL,101.48,1795,211987.7,360481.1,282355.80000000005,148493.39999999997,16698.0
